Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:31:12  0                   0             0            0               86658           0                  1654               0                         245      
22:31:14  0                   0             0            0               86658           0                  1654               0                         245      
22:31:16  0                   0             0            0               86658           0                  1654               0                         245      
22:31:18  0                   0             0            0               86658           0                  1654               0                         245      
22:31:20  0                   0             0            0               86658           0                  1654               0                         245      
22:31:22  0                   0             0            0               86658           0                  1654               0                         245      
Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:31:24  0                   0             0            0               86658           0                  1654               0                         245      
22:31:26  0                   0             0            0               86658           0                  1654               0                         245      
22:31:28  0                   0             0            0               86658           0                  1654               0                         245      
22:31:30  0                   0             0            0               86658           0                  1654               0                         245      
22:31:32  0                   0             0            0               86658           0                  1654               0                         245      
22:31:34  0                   0             0            0               86658           0                  1654               0                         245      
22:31:36  0                   0             0            0               86658           0                  1654               0                         245      
22:31:38  0                   0             0            0               86658           0                  1654               0                         245      
22:31:40  0                   0             0            0               86658           0                  1654               0                         245      
22:31:42  0                   0             0            0               86658           0                  1654               0                         245      
22:31:44  0                   0             0            0               86658           0                  1654               0                         245      
22:31:46  0                   0             0            0               86658           0                  1654               0                         245      
22:31:48  0                   0             0            0               86658           0                  1654               0                         245      
22:31:50  0                   0             0            0               86658           0                  1654               0                         245      
22:31:52  0                   0             0            0               86658           0                  1654               0                         245      
22:31:54  0                   0             0            0               86658           0                  1654               0                         245      
22:31:56  0                   0             0            0               86658           0                  1654               0                         245      
22:31:58  0                   0             0            0               86658           0                  1654               0                         245      
22:32:00  0                   0             0            0               86658           0                  1654               0                         245      
22:32:02  0                   0             0            0               86658           0                  1654               0                         245      
22:32:04  0                   0             0            0               86658           0                  1654               0                         245      
22:32:06  0                   0             0            0               86658           0                  1654               0                         245      
22:32:08  0                   0             0            0               86658           0                  1654               0                         245      
